Department/Agency,Medium,Publication,catagory,status,year,Publication Web Address
Treasury Board and Finance,Online,"Blue Book for the Year Ended December 31, 2013 - General Revenue Fund Details of Grants, Supplies, Services, Tangible Capital Assets and Other Payments, by Payee  ",economics_finnace,404,2014,"""http://www.finance.alberta.ca/business/planning-accountability/accountability/blue-book/2013-14/Blue-Book-2013-14-3rd-Quarter-Supplies-Services.pdf"""
Treasury Board and Finance,Online,"Blue Book for the Year Ended December 31, 2013 - Table of Contents, Introduction, Basis of Reporting, Total Reported Payments by Department",economics_finnace,404,2014,"""http://www.finance.alberta.ca/business/planning-accountability/accountability/blue-book/2013-14/Blue-Book-2013-14-3rd-Quarter-Intro.pdf"""
Office of the Child and Youth Advocate,Online,Baby Annie: An Investigative Review,government,403,2014,"""http://advocate.gov.ab.ca/home/documents/OCYA_report_Annie_2014May.pdf"""
Agriculture and Rural Development,Print,Alberta Farm Input Prices: Average Monthly Prices for April 2014 ,economics_finnace,404,2014,
"Jobs, Skills, Training & Labour",Online,"Alberta Construction Labour Legislation Review: Sims Report - Released April 25, 2014",labor,200,2013,"""http://work.alberta.ca/documents/construction-labour-relations-sims-report.pdf"""
"Jobs, Skills, Training & Labour",Online,Alberta Construction Labour Legislation Review: Executive Summary,labor,404,2014,"""http://work.alberta.ca/documents/construction-labour-relations-executive-summary.pdf"""
Municipal Affairs,Online,Capital Region Board Annual Report 2013,government,200,2014,"""http://capitalregionboard.ab.ca/-/reports/CRB-2013AnnualReport_e.pdf"""
"Jobs, Skills, Training & Labour",Online,Industry Profiles: Accommodation and Food Services Industry - 2014,labor,200,2014,"""http://work.alberta.ca/documents/industry-profile-accommodation-and-food-services.pdf"""
"Jobs, Skills, Training & Labour",Online,Industry Profiles: Agricultural Industry - 2014,labor,200,2014,"""http://work.alberta.ca/documents/industry-profile-agriculture.pdf"""
"Jobs, Skills, Training & Labour",Online,"Industry Profiles: Business, Building and Other Support Services Industry - 2014",labor,200,2014,"""http://work.alberta.ca/documents/industry-profile-business-building-and-other-support-services.pdf"""
"Jobs, Skills, Training & Labour",Online,Industry Profiles: Construction Industry  - 2014,labor,200,2014,"""http://work.alberta.ca/documents/industry-profile-construction.pdf"""
"Jobs, Skills, Training & Labour",Online,Industry Profiles: Educational Services Industry - 2014,labor,200,2014,"""http://work.alberta.ca/documents/industry-profile-educational-services.pdf"""
"Jobs, Skills, Training & Labour",Online,"Industry Profiles: Finance, Insurance, Real Estate and Leasing Industry - 2014",labor,200,2014,"""http://work.alberta.ca/documents/industry-profile-finance-insurance-and-real-estate.pdf"""
"Jobs, Skills, Training & Labour",Online,Industry Profiles: Forestry Industry - 2014,labor,200,2014,"""http://work.alberta.ca/documents/industry-profile-forestry.pdf"""
"Jobs, Skills, Training & Labour",Online,Industry Profiles: Health Care and Social Assistance Industry - 2014,labor,200,2014,"""http://work.alberta.ca/documents/industry-profile-health-care-and-social-assistance.pdf """
"Jobs, Skills, Training & Labour",Online,"Industry Profiles: Information, Culture and Recreation Industry - 2014",labor,200,2014,"""http://work.alberta.ca/documents/industry-profile-information-culture-and-recreation.pdf"""
"Tourism, Parks and Recreation",Online,Alberta Tourism Market Monitor: Data - April 2014,culture_people,404,2014,"""http://www.tpr.alberta.ca/tourism/statistics/docs/2014/Monitor2014Aprilexcel.pdf"""
Agriculture and Rural Development,Print,Edmonton Nutritious Food Basket Prices: Average Weekly Nutritious Food Basket Prices for Edmonton ($) - April 2014,economics_finnace,404,2014,
Agriculture and Rural Development,Print,Edmonton Retail Food Prices : Average Monthly Retail Food Prices for Edmonton ($) - April 2014,economics_finnace,404,2014,
Alberta Energy Regulator,Online and Print,"Directive 080: Well Logging - Effective date: May 14, 2014",energy_transportation,200,2014,"""http://www.aer.ca/documents/directives/Directive080_April2014.pdf"""
Alberta Energy Regulator,Online and Print,AER Bulletin 2014-14: Amendments to Directive 080: Well Logging,energy_transportation,200,2014,"""http://www.aer.ca/documents/bulletins/AER-Bulletin-2014-14.pdf"""
Alberta Energy Regulator,Online and Print,AER Bulletin 2014-15: 2014 AER Administration Fees (Industry Levy) ,energy_transportation,200,2014,"""http://www.aer.ca/documents/bulletins/AER-Bulletin-2014-15.pdf"""
Alberta Energy Regulator,Online and Print,AER Bulletin 2014-16: Regulatory Document Review  ,energy_transportation,200,2014,"""http://www.aer.ca/documents/bulletins/AER-Bulletin-2014-16.pdf"""
Alberta Energy Regulator,Online and Print,Manual 007: Principles for Minimizing Surface Disturbance in Native Prairie and Parkland Areas,energy_transportation,200,2014,"""http://www.aer.ca/documents/manuals/Manual007.pdf"""
Treasury Board and Finance,Online,"Weekly Economic Review - May 2, 2014 ",economics_finnace,200,2014,"""http://finance.alberta.ca/aboutalberta/economic_bulletins/2014/2014-0502-alberta-economic-review.pdf"""
Treasury Board and Finance,Online,"Alberta Economy: Indicators at a Glance - May 2, 2014",economics_finnace,200,2014,"""http://finance.alberta.ca/aboutalberta/at-a-glance/2014/2014-0502-alberta-economy-indicators.pdf"""
"Jobs, Skills, Training & Labour",Online,2015 Student Video Contest Poster,labor,200,2014,"""http://work.alberta.ca/documents/student-video-poster.pdf"""
"Jobs, Skills, Training & Labour",Online,"Workplace Incident Fatalities Investigated in 2014: Year to Date, Numbers as of April 20, 2014 ",labor,200,2014,"""http://work.alberta.ca/documents/2014-workplace-incident-fatalities.pdf"""
"Jobs, Skills, Training & Labour",Online,"Occupational Disease Fatalities Accepted by the Workers’ Compensation Board: Year to Date, Numbers as of March 31, 2014    ",labor,200,2014,"""http://work.alberta.ca/documents/2014-occupational-disease-fatalities.pdf"""
"Jobs, Skills, Training & Labour",Online,"Motor Vehicle Fatalities Accepted by the Workers’ Compensation Board: Year to date, numbers as of March 31, 2014  ",labor,404,2014,
"Jobs, Skills, Training & Labour",Online,"Workplace Incident Fatalities Accepted by the Workers’ Compensation Board in 2013: Year to date, numbers as of March 31, 2014",labor,200,2014,"""http://work.alberta.ca/documents/2014-workplace-fatalities-accepted-wcb.pdf"""
Human Services,Online,"Enhancement Policy Manual - May 1, 2014",government,200,2014,"""http://humanservices.alberta.ca/documents/Enhancement-Act-Policy-Manual.pdf"""
Alberta Conservation Association,Print,"Abundance of Bull Trout in Clearwater River, Alberta, 2012-2013",environment,404,2014,
Alberta Conservation Association,Online and Print,"Hay-Zama Lakes Waterfowl staging and Bald Eagle Nesting Monitoring Program, 2013",environment,404,2014,
Alberta Conservation Association,Online and Print," Summer Sport Fishery on the Special Harvest Licence for Walleye at Iosegun and Smoke Lakes, Alberta, 2013",environment,404,2014,
Alberta Conservation Association,Online and Print,"Summer Sport Fishery on the Peace River, Alberta, 2013",environment,404,2014,
"Jobs, Skills, Training & Labour",Online,Alberta Labour Force Profiles: Aboriginal People 2013,labor,200,2014,"""http://work.alberta.ca/documents/labour-profile-aboriginal-people.pdf"""
"Jobs, Skills, Training & Labour",Online,Alberta Labour Force Profiles: Women 2013,labor,200,2014,"""http://work.alberta.ca/documents/labour-profile-women.pdf"""
"Jobs, Skills, Training & Labour",Online,Alberta Labour Force Profiles: Immigrants in the Labour Force 2013,labor,200,2014,"""http://work.alberta.ca/documents/labour-profile-immigrants.pdf"""
"Jobs, Skills, Training & Labour",Online,Alberta Labour Force Profiles: Aged 45 and Older 2013,labor,200,2014,"""http://work.alberta.ca/documents/labour-profile-aged-45-and-older.pdf"""
"Jobs, Skills, Training & Labour",Online,[Alberta Labour Force Profiles]: Youth in the Labour Force 2013,labor,200,2014,"""http://work.alberta.ca/labour/labour-force-profiles.html"""
"Tourism, Parks and Recreation",Online,Alberta Tourism Market Monitor: Monthly Update - April 2014  ,culture_people,404,2014,"""http://www.tpr.alberta.ca/tourism/statistics/docs/2014/MarketMonitorApril2014.pdf"""
Culture,Online,Listing of Historic Resources (March 2014 Edition),culture_people,404,2014,"""http://www.culture.alberta.ca/heritage/resourcemanagement/landuseplanning/Pdf/SSL-Public.pdf"""
Education,Online,Politiques et exigences à l'intention des conseils scolaires – Planification et rapports sur les résultats,education_tech,200,2014,"""http://education.alberta.ca/media/675962/guide.pdf"""
Education,Online,Éducation: Plan d'activités 2014-2017,education_tech,404,2014,"""https://education.alberta.ca/media/8356346/plandactivités20142017.pdf"""
Education,Online,Un monde de possibilités,education_tech,200,2014,"""http://education.alberta.ca/media/6573027/mondepossibilites.pdf"""
Education,Online,Cheminements des ÉPT : titres de compétence,education_tech,200,2014,"""http://education.alberta.ca/media/8481668/cheminecompetences.pdf"""
Education,Online,Cheminements des ÉPT : compétences spécialisées,education_tech,200,2014,"""http://education.alberta.ca/media/8481668/cheminecompetences.pdf"""
Education,Online,Cheminements des ÉPT : Skills Canada Alberta,education_tech,200,2014,"""http://education.alberta.ca/media/8481675/chemineskillscanada.pdf"""
Education,Online,"Dessin de mode 1: FAS1000 – Document d’appui, Ensemble d’outils destiné aux enseignants du cours FAS1000",education_tech,200,2014,"""http://education.alberta.ca/media/8611900/fas1000.pdf"""
Education,Online,"Retoucher, recycler et restaurer: FAS1050 – Document d’appui, ensemble d’outils destiné aux enseignants du cours FAS1050",education_tech,200,2014,"""http://education.alberta.ca/media/8611907/fas1050.pdf"""
Education,Online,"Arts textiles 1: FAS1190 – Document d’appui, ensemble d’outils destiné aux enseignants du cours FAS1190",education_tech,200,2014,"""http://education.alberta.ca/media/8611914/fas1190.pdf"""
Education,Online,"Collations et hors-d’oeuvre: FOD1030 – Document d’appui, Ensemble d’outils destiné aux enseignants du cours FOD1030",education_tech,200,2014,"""http://education.alberta.ca/media/8611918/fod1030.pdf"""
Education,Online,"Fruits et légumes: FOD2180 – Document d’appui, ensemble d’outils destiné aux enseignants du cours FOD2180",education_tech,200,2014,"""http://education.alberta.ca/media/8611896/fod2180.pdf"""
Education,Online,"Orientation dans la nature:  WLD1060 – Document d’appui, ensemble d’outils destiné aux enseignants du cours WLD1060",education_tech,200,2014,"""http://education.alberta.ca/media/8489798/wld1060.pdf"""
Education,Online,"Cuisson en plein air – Aspects théoriques: WLD1100 – Document d’appui, ensemble d’outils destiné aux enseignants du cours WLD1100",education_tech,200,2014,"""http://education.alberta.ca/media/8489808/wld1100.pdf"""
Education,Online,"Habiletés de survie en plein air: WLD1130 – Document d’appui, ensemble d’outils destiné aux enseignants du cours WLD1130",education_tech,200,2014,"""http://education.alberta.ca/media/8489812/wld1130.pdf"""
Education,Online,"Cuisson en plein air – Aspects pratiques: WLD2100 – Document d’appui, ensemble d’outils destiné aux enseignants du cours WLD2100",education_tech,200,2014,"""http://education.alberta.ca/media/8489822/wld2100.pdf"""
Education,Online,"Travailler ensemble : Trousse d'outils pour les pratiques collaboratives et les partenariats, appayer les élèves de l'Alberta",education_tech,200,2014,"""http://education.alberta.ca/media/8449028/trousseoutils.pdf"""
Education,Online,Bulletin pour les enseignants : Aider les parents à comprendre le Programme d’études de mathématiques M – 9e année ,education_tech,200,2014,"""http://education.alberta.ca/media/8408702/questrepens.pdf"""
Education,Online,Renseignements à l’intention des parents sur l’enseignement des mathématiques en Alberta ,education_tech,200,2014,"""http://education.alberta.ca/media/8408692/questrepparents.pdf"""
Agriculture and Rural Development,Online,"Agri-News - March 31, 2014",economics_finnace,200,2014,"""https://www.mailoutinteractive.com/Industry/View.aspx?id=537841&p=f0f2"""
Agriculture and Rural Development,Online,"Agri-News - April 7, 2014",economics_finnace,200,2014,"""https://www.mailoutinteractive.com/Industry/View.aspx?id=545372&p=686e"""
Agriculture and Rural Development,Online,"Agri-News - April 14, 2014",economics_finnace,200,2014,"""https://www.mailoutinteractive.com/Industry/View.aspx?id=547318&p=b242"""
Agriculture and Rural Development,Online,"Agri-News - April 21, 2014",economics_finnace,200,2014,"""https://www.mailoutinteractive.com/Industry/View.aspx?id=558976&p=5e28"""
Agriculture and Rural Development,Online,"Agri-News - April 28, 2014",economics_finnace,200,2014,"""https://www.mailoutinteractive.com/Industry/View.aspx?id=559178&p=a07e"""
Agriculture and Rural Development,Print,Edmonton Nutritious Food Basket Prices: Average Weekly Nutritious Food Basket Prices for Edmonton ($) - April 2014  ,economics_finnace,404,2014,
Treasury Board and Finance,Online,Economic Spotlight: Alberta's Housing Market Gains Strength - May 2014,economics_finnace,200,2014,"""http://www.finance.alberta.ca/aboutalberta/spotlights/2014-2015/2014-0506-Alberta-housing-market-gains-strength.pdf"""
Treasury Board and Finance,Online,Economic Trends - April 2014,economics_finnace,200,2014,"""http://www.finance.alberta.ca/aboutalberta/economic-trends/2014/2014-04-economic-trends.pdf#page=3"""
Treasury Board and Finance,Online,Stabilizing Public Sector Pensions: the Contribution Rate Cap: Discussion Paper,economics_finnace,404,2014,"""http://www.finance.alberta.ca/publications/pensions/sustainability/2014-0424-Pension-Contribution-Rate-Cap-Discussion-Paper.pdf"""
Treasury Board and Finance,Online,"Alberta Economy: Indicators at a Glance - April 25, 2014    ",economics_finnace,200,2014,"""http://finance.alberta.ca/aboutalberta/at-a-glance/2014/2014-0425-alberta-economy-indicators.pdf"""
Treasury Board and Finance,Online,"Alberta Economy: Indicators at a Glance - April 17, 2014 ",economics_finnace,200,2014,"""http://www.finance.alberta.ca/aboutalberta/at-a-glance/2014/2014-0417-alberta-economy-indicators.pdf"""
Treasury Board and Finance,Online,"Weekly Economic Review - April 25, 2014  ",economics_finnace,200,2014,"""http://finance.alberta.ca/aboutalberta/economic_bulletins/2014/2014-0425-alberta-economic-review.pdf"""
Treasury Board and Finance,Online,"Economic Review Data Tables (MS Excel) [Alberta Economic Indicators] - April 25, 2014 ",economics_finnace,200,2014,"""http://www.finance.alberta.ca/aboutalberta/index.html"""
Agriculture and Rural Development,Online and Print,Crop Protection 2014,economics_finnace,404,2014,"""http://www1.agric.gov.ab.ca/$Department/deptdocs.nsf/ba3468a2a8681f69872569d60073fde1/8f417f9cb3ccbcd787256a3800789abc/$FILE/606-1.pdf"""
